ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map001_EV011_Page3_3_DialogueChoice_0,ใช่,Ja,Sí,Oui,Sì,예,Tak,Sim,Да,Áno,Evet,是,Так,はい
Map001_EV011_Page3_4_DialogueChoice_1,ไม่,Nein,No,Non,No,아니오,Nie,Não,Нет,Nie,Hayır,否,Ні,いいえ
Map001_EV011_Page6_0_ShowText,ไปดูประภาคารข้างนอกก่อนดีกว่า,"(Es wäre besser, jetzt erst mal den Leuchtturm zu besuchen. )",( Mejor ir a echarle un ojo a ese faro de afuera primero. ),(Il vaudrait mieux que j’aille voir le phare d’abord.),"( Meglio dare un'occhiata a quel faro, prima. )",( 바깥의 등대부터 보고 오는 게 좋겠군. ),( Lepiej najpierw pójdę sprawdzić tę latarnię morską. ),"( Melhor dar uma olhada naquele farol lá fora, primeiro. )",( Лучше сначала взглянуть на тот маяк. ),( Radšej sa idem najprv pozrieť na ten maják. ),( Önce dışarıdaki deniz fenerine bakmak daha iyi olur. ),（ 最好还是先调查一下外面那个灯塔吧。）,( Краще спершу перевірити той маяк.),"（今はひとまず、
外へ出て灯台を見にいくか）"
Map001_EV011_Page6_0_ShowText_NameBox,ดร. วัตต์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV011_Page6_1_ShowText,ไปดูประภาคารข้างนอกก่อนดีกว่า,"(Es wäre besser, jetzt erst mal den Leuchtturm zu besuchen. )",( Mejor ir a echarle un ojo a ese faro de afuera primero. ),(Il vaudrait mieux que j’aille voir le phare d’abord.),"( Meglio dare un'occhiata a quel faro, prima. )",( 바깥의 등대부터 보고 오는 게 좋겠군. ),( Lepiej najpierw pójdę sprawdzić tę latarnię morską. ),"( Melhor dar uma olhada naquele farol lá fora, primeiro. )",( Лучше сначала взглянуть на тот маяк. ),( Radšej sa idem najprv pozrieť na ten maják. ),( Önce dışarıdaki deniz fenerine bakmak daha iyi olur. ),（ 最好还是先调查一下外面那个灯塔吧。）,( Краще спершу перевірити той маяк.),"（今はひとまず、
外へ出て灯台を見にいきましょう）"
Map001_EV011_Page6_1_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалін,ドクター・ロザリーン
Map001_EV012_Page1_0_ShowText,"นี่มันเพลงอะไรกัน? \\.\\.มันก็แค่
โน้ตสองตัวซ้ำไปซ้ำมา...","""Was ist denn das für ein Lied? \\.\\.Es hat nur zwei Noten,
die sich ständig wiederholen. . .""","¿Qué clase de canción es ésta? \\.\\.Son sólo
dos notas rapetidas una y otra vez. . . ","Mais qu’est-ce que c’est que ça ? \\.\\.Ce ne sont que 
deux notes qui se répètent inlassablement...","Ma che canzone è? Due note
ripetute per tutto il tempo. . . ","""도대체 어떻게 생겨먹은 노래야? \\.\\.그냥
두 음이 계속 번갈아 연주될 뿐이잖아. .","""Co to niby za piosenka? \\.\\.Tylko dwie nuty 
powtarzane w kółko. . . ""","""Que tipo de música é esta? \\.\\.São só
duas notas que ficam se repetindo. . .""","Что за странная мелодия? \\.\\.Всего лишь две ноты,
 повторяющиеся снова и снова. . . ","""Čo je toto za skladba? \\.\\.opakujú sa tu 
dve noty stále dokola. . . ""","""Bu nasıl bir şarkı? \\.\\.Aynı
iki nota tekrar edip duruyor. . . ""","“这是什么奇葩的曲子？\\.\\.
  只是两个音符一遍又一遍地重复……”","Що це за музика така? \\.\\. Лише 
дві ноти повторюються знову і знову…","ヘンな曲だな。\\.\\.ひたすら２つの音を
繰り返してるだけじゃないか…"
Map001_EV012_Page1_0_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV012_Page1_1_ShowText,"นี่มันเพลงอะไรกัน? \\.\\.มันก็แค่
โน้ตสองตัวซ้ำไปซ้ำมา...","""Was ist denn das für ein Lied? \\.\\.Es hat nur zwei Noten,
die sich ständig wiederholen. . .""","¿Qué clase de canción es ésta? \\.\\.Son sólo
dos notas rapetidas una y otra vez. . .","Mais qu’est-ce que c’est que ça ? \\.\\.Ce ne sont que 
deux notes qui se répètent inlassablement...","Ma che canzone è? Due note
ripetute per tutto il tempo. . . ","""도대체 어떻게 생겨먹은 노래야? \\.\\.그냥
두 음이 계속 번갈아 연주될 뿐이잖아. .","""Co to niby za piosenka? \\.\\.Tylko dwie nuty 
powtarzane w kółko. . . ""","""Que tipo de música é esta? \\.\\.São só
duas notas que ficam se repetindo. . .""","Что за странная мелодия? \\.\\.Всего лишь две ноты,
 повторяющиеся снова и снова. . . ","""Čo je toto za skladba? \\.\\.opakujú sa tu 
dve noty stále dokola. . . ""","""Bu nasıl bir şarkı? \\.\\.Aynı
iki nota tekrar edip duruyor. . . ""","“这是什么奇怪的曲子？\\.\\.
  只是两个音符一遍又一遍地重复……”","Що це за музика така? \\.\\. Лише 
дві ноти повторюються знову і знову…","おかしな曲ね。\\.\\.ひたすら２つの音を
繰り返してるだけ…"
Map001_EV012_Page1_1_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалін,ドクター・ロザリーン
Map001_EV012_Page1_2_ShowText,"นี่มันเพลงอะไรกัน? \\.\\.มันก็แค่
โน้ตสองตัวซ้ำไปซ้ำมา...","""Was ist denn das für ein Lied? \\.\\.Es hat nur zwei Noten,
die sich ständig wiederholen. . .""","¿Qué clase de canción es ésta? \\.\\.Son sólo
dos notas rapetidas una y otra vez. . .","Mais qu’est-ce que c’est que ça ? \\.\\.Ce ne sont que 
deux notes qui se répètent inlassablement...","Ma che canzone è? Due note
ripetute per tutto il tempo. . . ","""도대체 어떻게 생겨먹은 노래야? \\.\\.그냥
두 음이 계속 번갈아 연주될 뿐이잖아. .","""Co to niby za piosenka? \\.\\.Tylko dwie nuty 
powtarzane w kółko. . . ""","""Que tipo de música é esta? \\.\\.São só
duas notas que ficam se repetindo. . .""","Что за странная мелодия? \\.\\.Всего лишь две ноты,
 повторяющиеся снова и снова. . . ","""Čo je toto za skladba? \\.\\.opakujú sa tu 
dve noty stále dokola. . . ""","""Bu nasıl bir şarkı? \\.\\.Aynı
iki nota tekrar edip duruyor. . . ""","“这是什么奇葩的曲子？\\.\\.
  只是两个音符一遍又一遍地重复……”","Що це за музика така? \\.\\. Лише 
дві ноти повторюються знову і знову…","ヘンな曲だな。\\.\\.ひたすら２つの音を
繰り返してるだけじゃないか…"
Map001_EV012_Page1_2_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV012_Page2_0_ShowText,"นี่มันเพลงอะไรกัน? \\.\\.มันก็แค่
โน้ตสองตัวซ้ำไปซ้ำมา...","""Was ist denn das für ein Lied? \\.\\.Es hat nur zwei Noten,
die sich ständig wiederholen. . .""","¿Qué clase de canción es ésta? \\.\\.Son sólo
dos notas rapetidas una y otra vez. . .","Quelle sorte de mélodie est-ce donc ? \\.\\.Ce ne sont
que deux notes qui se répètent inlassablement...","Ma che canzone è? Due note
ripetute per tutto il tempo. . . ","""도대체 어떻게 생겨먹은 노래야? \\.\\.그냥
두 음이 계속 번갈아 연주될 뿐이잖아. .","""Co to niby za piosenka? \\.\\.Tylko dwie nuty 
powtarzane w kółko. . . ""","""Que tipo de música é esta? \\.\\.São só
duas notas que ficam se repetindo. . .""","Что за странная мелодия? \\.\\.Всего лишь две ноты,
 повторяющиеся снова и снова. . . ","""Čo je toto za skladba? \\.\\.opakujú sa tu 
dve noty stále dokola. . . ""","""Bu nasıl bir şarkı? \\.\\.Aynı
iki nota tekrar edip duruyor. . . ""","“这是什么奇怪的曲子？\\.\\.
  只是两个音符一遍又一遍地重复……”","Що це за музика така? \\.\\. Лише 
дві ноти повторюються знову і знову…","おかしな曲ね。\\.\\.ひたすら２つの音を
繰り返してるだけ…"
Map001_EV012_Page2_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалін,ドクター・ロザリーン
Map001_EV012_Page2_1_ShowText,"นี่มันเพลงอะไรกัน? \\.\\.มันก็แค่
โน้ตสองตัวซ้ำไปซ้ำมา...","""Was ist denn das für ein Lied? \\.\\.Es hat nur zwei Noten,
die sich ständig wiederholen. . .""","¿Qué clase de canción es ésta? \\.\\.Son sólo
dos notas rapetidas una y otra vez. . .","Quelle sorte de mélodie est-ce donc ? \\.\\.Ce ne sont
que deux notes qui se répètent inlassablement...","Ma che canzone è? Due note
ripetute per tutto il tempo. . . ","""도대체 어떻게 생겨먹은 노래야? \\.\\.그냥
두 음이 계속 번갈아 연주될 뿐이잖아. .","""Co to niby za piosenka? \\.\\.Tylko dwie nuty 
powtarzane w kółko. . . ""","""Que tipo de música é esta? \\.\\.São só
duas notas que ficam se repetindo. . .""","Что за странная мелодия? \\.\\.Всего лишь две ноты,
 повторяющиеся снова и снова. . . ","""Čo je toto za skladba? \\.\\.opakujú sa tu 
dve noty stále dokola. . . ""","""Bu nasıl bir şarkı? \\.\\.Aynı
iki nota tekrar edip duruyor. . . ""","“这是什么奇怪的曲子？\\.\\.
  只是两个音符一遍又一遍地重复……”","Що це за музика така? \\.\\. Лише 
дві ноти повторюються знову і знову…","おかしな曲ね。\\.\\.ひたすら２つの音を
繰り返してるだけ…"
Map001_EV012_Page2_1_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалін,ドクター・ロザリーン
Map001_EV013_Page2_0_ShowText,เอาล่ะ เด็กๆ \\.\\.ฉันต้องสู้กับอุปสรรคมากมายเลยนะ \\.แต่ฉันได้ \\oi[34] มาแล้ว,"""Alles klar, Kinderchen, \\.\\.ich musste vielen Gefahren
trotzen, \\.aber nun habe ich die \\oi[34].""","Bien, chavales, \\.\\.Lo tenía muy
difícil ahí atrás, \\.pero conseguí el \\oi[34].","Hé les mioches, \\.\\.j’ai dû affronter de nombreux
dangers, \\.mais voilà votre \\oi[34].","Bene, marmocchi. A dispetto di ogni
previsione, vi ho portato il \\oi[34].","""자 애들아, \\.\\.부엌에서 참 많은 고난을
겪었다만, \\.여기 \\oi[34]을 가지고 왔다.""","""Dobra, dzieciaki, \\.\\.musiałem podołać wielu 
przeciwnościom, \\.ale oto wasz \\oi[34].""","""Muito bem criançada, \\.\\.a situação tava feia
lá dentro, \\.mas consegui o \\oi[34].""","Окей, детишки, \\.\\.это стоило мне нечеловеческих
усилий, \\.зато теперь у меня есть \\oi[34].","""Dobre decká, \\.\\.odmietol som už veľa stávok,
\\.ale mám pre vás \\oi[34].""","""Pekala çocuklar, \\.\\.oradaki bir çok
engele rağmen, \\.almayı başardım \\oi[34].""","“行了小不点们，\\.\\.尽管困难重重，\\.
  但我还是拿到了\\oi[34]。”","Гаразд, малі. \\.\\.Я подолав багато 
перешкод, \\.але тепер у мене є \\oi[34].","よーし君たち。\\.\\.幾多の苦難を乗り越えて、
\\oi[34]を手に入れてきてやったぞ。"
Map001_EV013_Page2_0_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV013_Page2_1_ShowText,มันอาจจะเกือบสิบปีแล้ว รสชาติเหมือนยาง\\.แต่แกใช้มันเป็นไม้เท้าได้นะ,"""Vermutlich ist sie ein Jahrzehnt alt und schmeckt wie alter Fußboden,
\\.aber man kann sie wunderbar als Gehstock benutzen.""","Probablemente tenga más de una década y sepa a goma, 
\\.pero se puede usar como bastón.","À mon avis, ce fossile n’a plus de goût, \\.mais vous
pouvez toujours l’utiliser comme une canne.","Avrà dieci anni e sarà di gomma ormai, ma come 
bastone da passeggio potrebbe avere il suo perché.","""딱 봐도 엄청나게 오래 되서 고무 맛밖에 안 
날 것 같지만, \\.그래도 지팡이로는 쓸 수 있을 걸.""","""Prawdopodobnie ma dekadę i smakuje jak podeszwa, 
\\.ale możecie użyć go jako laski.""","""Deve ter uns dez anos e gosto de borracha,
\\.mas pelo formato, serve como bengala.""","Она пролежала там лет десять и на вкус как резина, 
\\.но вы можете использовать её как трость.","""Pravdepodobne je staršia než vy, 
\\.ale môžete ju používať ako barličku.""","""Muhtemelen on yıllık ve tadı lastik gibi, 
\\.fakat bir baston olarak kullanabilirsiniz.""","“这玩意儿恐怕年代久远，而且味如嚼蜡，
  \\.不过你们可以拿它当拐杖使。”","Йому, ймовірно, років десять, і на смак він, наче гума,
\\. але його можна використовувати як тростину.","賞味期限10年ぐらい過ぎてそうだけど、 
\\.\\.杖の代わりぐらいにはなるだろう。"
Map001_EV013_Page2_1_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV013_Page2_2_ShowText,โอเค \\.ฉันได้สิ่งที่เธอต้องการแล้ว\\.\\.. . . เจ้า \\oi[34] เก่าแก่,"""Okay, \\.ich habe, was ihr wollt.
\\.\\.. . . Die gute alte \\oi[34].""","Okay, \\.tengo lo que queríais.
\\.\\.. . . El delicioso \\oi[34].","Bien, \\.j’ai trouvé ce que vous vouliez.
\\.\\.... Un bon vieux \\oi[34].","Eccolo. Come d'accordo.
. . . Un gran, bel \\oi[34].","""자, \\.너희들이 말한 거 가져왔어.
\\.\\.. . . 조금 된 \\oi[34].""","""Dobra, \\.mam, czego chcieliście.
\\.\\.. . . Stary dobry \\oi[34].\\.\\. Ze wskazaniem na 'stary'.""","""Pronto, \\.consegui o que queriam.
\\.\\.. . . O bom e velho \\oi[34].""","Хорошо, \\.я достала то, что вы просили.
\\.\\.. . . Старая добрая \\oi[34].","""Okej, \\.Mám, čo ste chceli.
\\.\\.. . . Stará dobrá \\oi[34].""","""Tamam, \\.İstediğinizi aldım.
\\.\\.. . . Eski şey \\oi[34].""","“好吧，\\.你们要的东西我搞到手了。
  \\.\\.……诱人的\\oi[34]。”","Гаразд, \\.у мене є те, що вам потрібно. 
\\.\\.…Старий добрий \\oi[34].","ほら、\\.\\.取ってきたわよ。
\\.\\.…お望みの\\oi[34]。"
Map001_EV013_Page2_2_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалін,ドクター・ロザリーン
